SR;Mean_Wealth;Std_Wealth;MDD;VaR95;VaR99;CVaR95;CVaR99;Turnover;Kupiec_pval;Avg_TC;Mgmt_Fee;q;Strategy;alpha1
-2.7466548107735487;-2.9746469339115045;1.4541357635172054;4.024304432795976;2.3573597420145074;3.2897348789492673;2.928800701958486;3.7498661321810562;0.5328004179251445;9.155119145898283e-06;0.0034929690267364766;0.001;1;CMV-static;0.0005
4.735388696995799;4.24193263914765;0.6805292635684164;0.45157946918373687;0.6948265912437881;1.150341793852152;1.0440409953585452;1.80829674100482;7.687205858300789;0.4091572804367718;0.02962703259412925;0.001;1;CMMV-independent;0.0005
6.077792002299158;9.25352388328207;1.3547949360057543;0.6127260574197443;1.529454067477661;2.5336922469136773;2.2602650224508887;3.7557904884493816;24.818536385632772;0.3649777114916407;0.09316078704892566;0.001;1;CMMV;0.0005
-3.4551354094665316;-3.7598201289655417;1.3832112548591364;4.746022864141594;2.2661239161726074;3.2050021465030936;2.8401111822231098;3.6695329109356285;0.7938492946038681;1.8762375819658672e-07;0.0061985358237397785;0.002;2;CMV-static;0.0005
8.23834827605615;27.42672777445508;3.205419925585603;1.1919263468194798;3.8896478199759734;6.472172753892263;5.649198443481978;9.038623409818545;86.30682331740921;0.4091572804367718;0.3432038577611007;0.002;2;CMMV-independent;0.0005
9.572741302551846;83.39367034295934;8.605090818084635;2.421359305468829;11.102829584868886;18.41004377175595;15.770416010160204;24.266689826231513;269.3191919504936;0.3649777114916407;1.0638320170927524;0.002;2;CMMV;0.0005
-3.5885273526500407;-3.8961894716083108;1.3697963105810496;4.865310594809936;2.24954167564255;3.1955663357949207;2.831756865339544;3.680284778808787;0.8837256553151561;9.155119145898283e-06;0.007198067573517806;0.003;3;CMV-static;0.0005
8.935625652304285;44.23687122249934;4.836539806799501;1.874986239408026;6.129692194153179;10.373832124316046;8.951230943427397;14.197460021764485;156.74920751748905;0.4091572804367718;0.6254621609232704;0.003;3;CMMV-independent;0.0005
10.70045981032605;178.04348397382162;16.5435995326594;4.360721040272897;22.26041777609771;36.46700536115148;31.416872872970288;47.71201446629743;653.1098832044402;0.3649777114916407;2.5752477591183913;0.003;3;CMMV;0.0005
-3.605394717509661;-3.925691862643101;1.3715707451110022;4.8867143653159335;2.261196494385802;3.21019876027527;2.842883051453915;3.7017752940556137;1.0487841919951666;0.0002674168110384789;0.008228133015558057;0.004;4;CMV-static;0.0005
